query,super_category
Je pense que mon logement est insalubre. Je m'adresse au juge de paix. Quels sont les moyens dont dispose le juge pour se rendre compte de l'état du logement ?,Droit immobilier
Après combien de temps ma facture d'eau est-elle prescrite à Bruxelles ?,Droit financier
L'allocation d'aide aux aînés diminue-t-elle si je vis avec d'autres personnes?,Droit de la protection sociale
Qui doit payer les frais de dernière maladie ?,Droit financier
"Qu’entend-on par « réparations rendues nécessaires par la vétusté, l’usure normale ou la force majeure » à Bruxelles ?",Droit immobilier
A quoi sert l’état des lieux à Bruxelles ?,Droit immobilier
Une personne sous protection judiciaire?,Droit immobilier
Je suis majeur. Je suis marié à un/une Belge. A quelles conditions puis-je demander la nationalité belge si je suis marié à un/une Belge ?,Droit des étrangers
Puis-je demander à mon ex-conjoint une aide financière si nous nous séparons?,Droit de la famille
Quand et comment constituer une garantie locative à Bruxelles ?,Droit immobilier
Mon avocat peut-il m'aider à l'audience de police ?,Droit pénal
Y'a-t-il un montant maximum pour la garantie locative à Bruxelles ?,Droit immobilier
Je suis marié à un Belge et je n'ai pas d'acte de naissance.,Droit des étrangers
Dégâts dans le logement : qui paie quoi à Bruxelles ?,Droit immobilier
Je vis avec ma famille en Belgique et je vais me marier.,Droit des étrangers
Je divorce. Je divorce par consentement mutuel. Comment introduire une demande de divorce une fois nos conventions rédigées ?,Droit de la famille
Peut-on prévoir à l'avance toutes les modalités d'hébergement des enfants ?,Droit de la famille
Comment la procédure judiciaire va-t-elle récupérer la garantie de location ?,Droit immobilier
"Si je meurs, mon enfant majeur peut-il continuer à occuper le logement social en Wallonie ?",Droit immobilier
"J'héberge un ami/un proche. J'héberge gratuitement quelqu'un, puis-je le mettre dehors ?",Droit immobilier
J’hésite à faire un testament ou une donation. Que choisir ?,Droit financier
Je me marie. A quelles conditions puis-je me marier en Belgique ?,Droit de la famille
Dois-je partir avant l'expulsion ?,Droit immobilier
Dois-je installer des détecteurs d'incendie en Wallonie ?,Droit immobilier
Est-ce que je dois installer des détecteurs incendie en Wallonie ?,Droit immobilier
"Si je suis coupable de faire des étiquettes, quelles en sont les conséquences ?",Droit pénal
Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Dans quels cas puis-je déposer plainte devant le médiateur pour le consommateur ?,Droit financier
Comment modifier la mesure d'administration de biens et/ou de la personne ?,Droit de la famille
Le propriétaire doit obtenir un permis de location en Wallonie.,Droit immobilier
"Si je vis avec mes enfants, quel revenu est considéré pour l'aide juridique?",Droit pénal
Je suis un étranger et j'ai un enfant en Belgique.,Droit des étrangers
Je veux réaliser une enquête sur la santé et le surpeuplement en Wallonie.,Droit immobilier
Qui peut demander l'administration des biens ou de la personne?,Droit de la famille
Quels sont les différentes possibilités d'hébergement des enfants ?,Droit de la famille
Peut-on réclamer un loyer à un colocataire qui est parti à Bruxelles ?,Droit immobilier
Ai-je droit à l'aide juridique (ex pro deo) si je suis étranger ?,Droit pénal
Dois-je m'inquiéter de la contribution alimentaire de mon fils si mon ex vient au règlement de la dette?,Droit de la famille
Le propriétaire peut-il me réclamer des dégâts locatifs après mon départ à Bruxelles ?,Droit immobilier
Je me sépare. Comment demander des mesures urgentes et provisoires devant le tribunal de la famille ?,Droit de la famille
Dois-je installer des détecteurs incendie en Wallonie ?,Droit immobilier
Quelqu'un peut saisir ma voiture s'il trouve du cannabis ?,Droit pénal
Y a-t-il des frais en cours de procédure ?,Droit pénal
"Si j'ai un problème avec Onem, qui dois-je contacter ?",Droit de la protection sociale
Quelles sont les conséquences de notre séparation avec nos enfants?,Droit de la famille
J'ai mis un kot à louer en Wallonie.,Droit immobilier
À quelles conditions puis-je me marier en Belgique ?,Droit de la famille
J'hésite à faire un testament.,Droit financier
J'ai commis une infraction. Puis-je me faire assister par mon avocat pour l’audition à la police ?,Droit pénal
Comment mettre fin au bail de commun accord à Bruxelles ?,Droit immobilier
Faut-il un nombre minimum de dettes ou un montant minimum d'endettement pour pouvoir introduire un règlement collectif de dettes (RCD) ?,Droit financier
Je vis avec mon partenaire dans une union de fait.,Droit de la famille
Combien dois-je payer pour introduire une procédure en justice ?,Droit pénal
Nous ne sommes pas mariés. Peut-on me réclamer une aide financière pour l'enfant si je suis son père biologique mais pas légal ?,Droit de la famille
Je suis travailleur salarié(e). Suis-je écartée pendant l'allaitement ?,Droit du travail
"Je ne suis pas d'accord avec la situation, que dois-je faire ?",Droit immobilier
Puis-je donner mes biens à ma filleule ?,Droit financier
Puis-je quitter la maison familiale si je suis victime de violence familiale?,Droit de la famille
Je ne travaille pas et je vis dans une co-location.,Droit financier
"Si un professionnel renverse les haricots, quels sont mes remèdes ?",Droit du travail
"Si la personne m'a permis de révéler, puis-je être poursuivi pour secret professionnel ?",Droit du travail
Je deviens cohabitant légal. Dois-je payer les dettes de mon cohabitant légal ?,Droit de la famille
Est-ce que je dois installer des détecteurs incendie en Wallonie ?,Droit immobilier
Mon ami peut-il me poursuivre en justice si je ne le rembourse pas ?,Droit financier
Le montant de la garantie de location peut-il être réexaminé par mon propriétaire?,Droit immobilier
"J'ai les confidences en tant que professionnel, comment savoir si je suis lié au secret professionnel ?",Droit du travail
J'ai entendu parler de la méthode Renard.,Droit de la famille
Quel est le coût de l'huissier de justice?,Droit pénal
Une personne d'observation est-elle incapable de gérer ses biens?,Droit de la famille
Quel est le rôle du parquet en matière pénale ?,Droit pénal
Je suis convoqué en justice. Comment vais-je recevoir la décision de justice ?,Droit pénal
Je me sépare. Comment introduire une demande de mesures urgentes et provisoires devant le tribunal de la famille ?,Droit de la famille
Où va mon argent pendant la phase de négociation avec les créanciers ?,Droit financier
Je ne sais pas comment je recevrai la décision du tribunal.,Droit pénal
Est-il possible pour mon propriétaire de mettre fin au bail pour que ses enfants vivent à Bruxelles?,Droit immobilier
Combien coûte un recours contre une décision de justice ?,Droit pénal
"S'il n'y a pas de situation, que devrais-je faire ?",Droit immobilier
Je suis parent. Puis-je indexer la contribution alimentaire Comment calculer cette indexation ?,Droit de la famille
Puis-je demander un logement exclusif pour mes enfants si je suis victime de violence familiale?,Droit de la famille
Comment organiser l'hébergement d'un enfant mineur ?,Droit de la famille
La personne protégée peut-elle faire un testament?,Droit de la famille
"Si nous sommes cohabitants légaux, devons-nous ouvrir un compte commun?",Droit de la famille
Comment prolonger ou renouveler un bail étudiant à Bruxelles ?,Droit immobilier
Je suis locataire.,Droit financier
Les parents ne sont pas mariés ensemble. La mère de l'enfant est mariée à quelqu'un d'autre que le père. Puis-je reconnaître mon enfant avant sa naissance si la mère est mariée à quelqu'un d'autre ?,Droit de la famille
Comment acter la rupture pour force majeure médicale ?,Droit du travail
Quels sont les critères communaux d'insalubrité ?,Droit immobilier
Nous ne sommes pas mariés. Quelles démarches effectuer pour être reconnu comme le père de mon enfant si ni moi ni la mère ne sommes mariés ?,Droit de la famille
Dois-je installer des détecteurs d'incendie en ville ?,Droit immobilier
Je reçois les confidences en tant que professionnel.,Droit du travail
Je suis victime de violence familiale.,Droit de la famille
Cette offre de payer sans poursuite peut-elle être faite si j'ai commis un crime?,Droit pénal
Que devrait faire le juge de mes contributions alimentaires?,Droit de la famille
Je vis avec ma famille en Belgique.,Droit des étrangers
Comment prolonger ou renouveler un bail étudiant?,Droit immobilier
Le propriétaire peut-il augmenter le loyer de mon bail étudiant à Bruxelles ?,Droit immobilier
Quel juge peut résoudre nos problèmes avant que nous nous séparions ?,Droit de la famille
Quelles sont les différentes options pour les enfants?,Droit de la famille
Quand le juge de paix peut-il mettre fin au bail à Bruxelles ?,Droit immobilier
Y a-t-il droit à une allocation de naissance si un bébé est mort-né?,Droit de la protection sociale
Combien de temps ma dette est-elle prescrite ?,Droit financier
Le juge peut-il m'accorder un règlement collectif de la dette si j'ai fait des erreurs?,Droit financier
Combien de temps mon loyer sera-t-il payé ?,Droit financier
Qui peut demander un règlement collectif de dettes (RCD) ?,Droit financier
La protection des personnes vulnérables?,Droit de la protection sociale
Le juge décide-t-il du conflit à partir de la première audience?,Droit pénal
Le tribunal de la famille peut-il prendre des décisions au sujet de notre bail de logement social si nous nous séparons?,Droit immobilier
"Mon ami a son adresse de référence chez moi, peut-on saisir mes meubles ?",Droit financier
Je suis victime d'une infraction et comment puis-je demander une indemnisation?,Droit pénal
"Si je ne suis pas d'accord avec le plan, que puis-je faire ?",Droit financier
Suis-je obligé de me présenter à l’audience devant le tribunal de police ?,Droit pénal
"Si mon propriétaire fait des travaux dans mon logement, puis-je demander une réduction du loyer à Bruxelles ?",Droit immobilier
"Si je suis surendetté, ai-je droit à l'aide juridique?",Droit pénal
Dois-je m'inscrire auprès de la Banque nationale si je ne paie plus mon crédit à la consommation?,Droit financier
"Je reçois les confidences en tant que professionnel. Je travaille dans un CPAS, dois-je communiquer spontanément au procureur du Roi des soupçons de radicalisation ou de terrorisme ?",Droit du travail
Mon propriétaire peut-il mettre fin au bail de 9 ans pour que ses enfants occupent le logement à Bruxelles ?,Droit immobilier
Le bail étudiant à Bruxelles peut être résilié par le propriétaire.,Droit immobilier
Combien de temps dure ma facture d'eau en Wallonie ?,Droit financier
J'héberge un ami/un proche. Dois-je éternellement héberger mon enfant ?,Droit immobilier
Mon propriétaire peut-il mettre fin au bail sans raison ?,Droit immobilier
"Si je vis seul, quels sont les revenus pris en compte pour l'aide juridique?",Droit pénal
Je ne sais pas comment reconnaître mon enfant avant sa naissance.,Droit de la famille
Quels sont les revenus pris en compte pour l'aide juridique si je vis avec mes enfants ?,Droit pénal
Qu'est-ce qu'une procédure sommaire d'injonction de payer ?,Droit financier
J'ai été condamné au paiement de ma dette. Ce jugement peut-il être exécuté directement ?,Droit financier
Le juge doit-il choisir?,Droit de la famille
Je vis en couple. A qui appartient la maison construite ensemble sur mon terrain ?,Droit de la famille
Quelles charges dois-je payer en tant que locataire à Bruxelles ?,Droit immobilier
